Date,MinTemp,MaxTemp,Rainfall
2009-09-22,11.5,20.2,8.4
2009-09-23,9.3,16.8,28.8
2009-09-24,8.2,18.2,1.4
2009-09-25,5.3,20.6,0
2009-09-26,6.8,12.2,6
2009-09-27,4.5,12.9,1.6
2009-09-28,5.5,17.9,0
2009-09-29,1.7,17,0
2009-09-30,4,21.4,0
2009-10-01,8.9,21.1,0
2009-10-02,11.7,22,0
2009-10-03,8.5,13.5,3.2
2009-10-04,9.6,16.2,1.8
2009-10-05,8.3,19.7,0.2
2009-10-06,5.2,16.2,0
2009-10-07,3.8,15.9,3.6
2009-10-08,1.2,16.3,0
2009-10-09,3.2,18.2,0
2009-10-10,4.6,19,0
2009-10-11,6.4,18.7,0
2009-10-12,5.8,23.3,0
2009-10-13,6.6,17.7,2
2009-10-14,9.5,15.1,7
2009-10-15,9.7,15.7,1.4
2009-10-16,4.1,16.6,6.8
2009-10-17,4.6,19.2,0
2009-10-18,5.1,20.3,0
2009-10-19,5.1,22.7,0
2009-10-20,6.9,26.6,0
2009-10-21,8.8,27.1,0
2009-10-22,9.1,27.1,0
2009-10-23,8.1,23.9,0
2009-10-24,7.4,25.4,0
2009-10-25,10.6,23.1,0
2009-10-26,10.8,22,0
2009-10-27,5.9,24.1,0
2009-10-28,11.3,26.8,0
2009-10-29,14.5,26.9,0
2009-10-30,13.7,29.1,0
2009-10-31,15.6,30.8,0
2009-11-01,17.8,34,0
2009-11-02,18.7,32.4,0
2009-11-03,18.7,24.3,0
2009-11-04,10,23.2,0
2009-11-05,6.6,25.3,0
2009-11-06,10.8,27.9,0
2009-11-07,11.3,29.8,0
2009-11-08,13.5,31.8,0
2009-11-09,15.4,33.4,0
2009-11-10,15.9,35.2,0
2009-11-11,17.1,36,0
2009-11-12,16.7,35.1,0
2009-11-13,18.1,32.8,0
2009-11-14,13.4,35.4,0
2009-11-15,17.2,36.3,0
2009-11-16,15.3,35.1,0
2009-11-17,12.1,30.5,0
2009-11-18,11.4,33.5,0
2009-11-19,18.6,39.7,0
2009-11-20,15.3,38.2,0
2009-11-21,19.3,21,10.6
2009-11-22,18.3,28.3,25.8
2009-11-23,11.9,23.6,0.4
2009-11-24,12.8,25.8,0
2009-11-25,17.2,32.9,0
2009-11-26,21,34.5,0
2009-11-27,15.9,26.2,10.2
2009-11-28,17.1,26.4,0
2009-11-29,12.8,22.3,9.4
2009-11-30,13.2,23.9,2.4
2009-12-01,12.3,23.6,0
2009-12-02,10.6,27,0
2009-12-03,11.4,31.5,0
2009-12-04,12.3,27.5,0
2009-12-05,10.7,26.7,0
2009-12-06,11.1,30.7,0
2009-12-07,13.4,31.9,0
2009-12-08,18.2,24.9,0
2009-12-09,9.2,25.4,1.2
2009-12-10,14.2,27.4,0
2009-12-11,9.2,22.6,1
2009-12-12,9,26.5,0
2009-12-13,11.8,29.6,0
2009-12-14,13.6,32,0
2009-12-15,13.1,34.7,0
2009-12-16,14.6,38.6,0
2009-12-17,14.5,40.3,0
2009-12-18,12.2,26.4,3
2009-12-19,11.1,29.2,0
2009-12-20,12,31.3,0
2009-12-21,12.7,33.7,0
2009-12-22,15.1,36.6,0
2009-12-23,18.1,38.2,0
2009-12-24,22.9,34.6,0
2009-12-25,18.8,28.3,9.8
2009-12-26,17.1,31.3,0
2009-12-27,17.6,27.3,0
2009-12-28,17.8,35.9,0
2009-12-29,18.7,35.9,0
2009-12-30,19.8,36.8,0
2009-12-31,21.1,33.2,0
2010-01-01,19.4,31.9,5
2010-01-02,18.6,29.1,12.4
2010-01-03,12.2,29.7,0
2010-01-04,14.8,32.8,0
2010-01-05,15,35.8,0
2010-01-06,16.3,33.8,0
2010-01-07,15,33,0
2010-01-08,17.4,36.4,0
2010-01-09,19.6,39.8,0
2010-01-10,20.6,42.2,0
2010-01-11,21,42.2,0
2010-01-12,24.5,42.4,0.2
2010-01-13,22.6,28.4,0.4
2010-01-14,15.7,31.7,3
2010-01-15,17.2,36.3,0
2010-01-16,21.8,36.6,0
2010-01-17,16.8,25.6,0
2010-01-18,10.5,22.6,0
2010-01-19,8.7,25.2,0
2010-01-20,11,32.9,0
2010-01-21,15.4,37.3,0
2010-01-22,19.2,41.8,0
2010-01-23,24.7,35.4,0
2010-01-24,14.4,33.7,0
2010-01-25,14.3,35.8,0
2010-01-26,15.1,35.9,0
2010-01-27,17.7,36.4,0
2010-01-28,15.2,34.4,0
2010-01-29,16,35.2,0
2010-01-30,18.9,36.5,0
2010-01-31,21.7,36.3,0
2010-02-01,21,38.2,0
2010-02-02,17.8,34.3,8.6
2010-02-03,17.9,35.6,0
2010-02-04,23.5,32,0
2010-02-05,19.2,26.1,52.2
2010-02-06,19.5,30.3,5.6
2010-02-07,20.3,33.9,0
2010-02-08,23,34,0
2010-02-09,22.1,35.1,0
2010-02-10,21.7,35.6,NA
2010-02-11,21.5,35,0
2010-02-12,22.5,29.1,NA
2010-02-13,20.8,27.1,0
2010-02-14,20.5,30.3,0
2010-02-15,17.8,26.8,0
2010-02-16,17.6,29,0
2010-02-17,15.5,30.6,0
2010-02-18,NA,31.2,NA
2010-02-19,16.4,30.3,0
2010-02-20,15.7,31.8,0
2010-02-21,19.6,34.7,0.6
2010-02-22,20.2,26.4,3.6
2010-02-23,12.5,26.1,0.2
2010-02-24,12.8,28.5,0
2010-02-25,15,31,0
2010-02-26,17.2,NA,0
2010-02-27,NA,26.3,NA
2010-02-28,18.2,29.3,1.4
2010-03-01,14.4,NA,0
2010-03-02,11.2,28.5,NA
2010-03-03,12.5,31.2,0
2010-03-04,15.1,NA,0
2010-03-05,NA,22.3,0
2010-03-06,18.8,30.3,20.6
2010-03-07,18.3,22.9,5.8
2010-03-08,18.1,25.5,66
2010-03-09,15.7,22.4,6.2
2010-03-10,8.8,NA,0
2010-03-11,12.3,24.4,NA
2010-03-12,10.6,25,0
2010-03-13,11.5,25.7,0
2010-03-14,12.2,26.3,0
2010-03-15,13.2,26.6,0
2010-03-16,12.5,28.6,0
2010-03-17,13.3,29.6,0
2010-03-18,15.1,30.4,0
2010-03-19,14.9,31.4,0
2010-03-20,16.7,31.9,0
2010-03-21,16.8,25.6,0
2010-03-22,9.1,25.3,0
2010-03-23,8.3,27,0
2010-03-24,10.5,28.8,0
2010-03-25,11.6,29.6,0
2010-03-26,12.6,30,0
2010-03-27,15.6,30.2,0
2010-03-28,17.2,28.7,0
2010-03-29,18.2,26.3,11
2010-03-30,16.5,26.9,0.4
2010-03-31,13.4,26.1,0
2010-04-01,11.6,25.8,0
2010-04-02,10,25.1,0
2010-04-03,12.4,24.8,0
2010-04-04,12.5,24.8,0
2010-04-05,10.3,25.3,0
2010-04-06,10.6,24.7,0
2010-04-07,15.7,23.4,3
2010-04-08,13.5,23.1,3.2
2010-04-09,10.1,21.9,0
2010-04-10,14.1,18.6,0.2
2010-04-11,14.2,18.7,7
2010-04-12,5.6,17.4,0
2010-04-13,4.6,19.9,0
2010-04-14,5.1,21.9,0
2010-04-15,6.1,23.5,0
2010-04-16,7.7,24.7,0
2010-04-17,8.5,25.4,0
2010-04-18,10.1,25.1,0
2010-04-19,11.2,25.9,0
2010-04-20,11.8,25.2,0
2010-04-21,12.3,27.5,0
2010-04-22,11.4,27.3,0
2010-04-23,11.3,29,0
2010-04-24,15.4,19.8,3.6
2010-04-25,10.8,18.5,17
2010-04-26,5.1,17.9,0
2010-04-27,7.1,16.1,0
2010-04-28,9.7,17.3,1.6
2010-04-29,10.5,17.7,0.4
2010-04-30,5.6,19.1,0
2010-05-01,5.9,21.1,0.2
2010-05-02,4.8,20.7,0
2010-05-03,6.8,23,0
2010-05-04,8,25.3,0.2
2010-05-05,8.9,14.5,3
2010-05-06,7.1,15.3,0
2010-05-07,5.7,17.5,0
2010-05-08,9.6,19.3,0
2010-05-09,5.7,19.5,0
2010-05-10,5,19.8,0
2010-05-11,3,15.6,0
2010-05-12,1.3,14.9,0
2010-05-13,1,17.1,0
2010-05-14,3.1,17.7,0.2
2010-05-15,2.2,18.4,0
2010-05-16,1.7,17.5,0
2010-05-17,4.5,17,0
2010-05-18,1.6,19.7,0
2010-05-19,1.4,18.5,0
2010-05-20,2.1,16.5,0
2010-05-21,1.7,17.9,0
2010-05-22,1.1,17.1,0
2010-05-23,0.9,18.1,0
2010-05-24,5.2,16.3,0
2010-05-25,10.2,14.9,10.4
2010-05-26,8.4,19,13.4
2010-05-27,5.7,16.6,0.2
2010-05-28,6.4,17,0
2010-05-29,9.4,15,28
2010-05-30,8.8,20.2,5.8
2010-05-31,10.7,19.1,0
2010-06-01,4.2,16.6,0
2010-06-02,4.3,17.7,0
2010-06-03,3.4,17.7,0
2010-06-04,3.1,18.4,0
2010-06-05,1.7,10.2,0
2010-06-06,5,15.8,0
2010-06-07,0.4,14,0
2010-06-08,3.1,12.2,0
2010-06-09,5.3,8.4,0
2010-06-10,4.9,12.9,2.4
2010-06-11,7.2,13.2,0
2010-06-12,0,13.3,0
2010-06-13,-1,13.1,0
2010-06-14,-2,13.2,0
2010-06-15,-0.3,12.8,0
2010-06-16,1.5,15.5,0
2010-06-17,7.4,16.2,11.6
2010-06-18,3,12.2,2.2
2010-06-19,6.9,15.2,1.8
2010-06-20,3.6,13.1,0
2010-06-21,5,12.5,0.4
2010-06-22,3,14.8,0
2010-06-23,3.5,16.5,0
2010-06-24,3.4,17,0
2010-06-25,7,16.1,0
2010-06-26,6.2,12.1,10.2
2010-06-27,0.6,11.9,0.2
2010-06-28,-0.6,8.3,0
2010-06-29,2.3,9.4,0
2010-06-30,5.1,9.8,0.2
2010-07-01,3.2,11.9,1.2
2010-07-02,0.2,10.9,0.2
2010-07-03,1,10.3,0
2010-07-04,1.5,10.8,0
2010-07-05,1.8,12.1,0.2
2010-07-06,2.3,13.9,5.6
2010-07-07,1.5,13.5,0
2010-07-08,2.1,14.8,0.4
2010-07-09,0,14.6,0
2010-07-10,1.5,16.1,0
2010-07-11,5,15.4,13.4
2010-07-12,3.5,15.3,0.2
2010-07-13,3.5,16.3,0
2010-07-14,6.2,10,21.4
2010-07-15,3.4,12.2,11
2010-07-16,0.6,13.1,0
2010-07-17,-0.4,11.5,0
2010-07-18,0.7,12.8,0
2010-07-19,5,13.5,1.6
2010-07-20,0.5,11.6,0.2
2010-07-21,0.6,12.9,0
2010-07-22,-0.5,13.8,0
2010-07-23,0.1,15.7,0
2010-07-24,1,14.6,0
2010-07-25,2.5,14.3,0.2
2010-07-26,1.9,14.9,0.2
2010-07-27,-1.2,15,0.2
2010-07-28,2.1,12.6,0
2010-07-29,5.8,14.8,6.2
2010-07-30,8.9,14.9,0
2010-07-31,7.5,12.3,2.2
2010-08-01,7.5,10.1,4.2
2010-08-02,5.4,14.7,18.6
2010-08-03,1.2,15.7,0
2010-08-04,1.2,9.6,0
2010-08-05,NA,11.8,NA
2010-08-06,0.7,12.6,0.2
2010-08-07,-0.6,13.1,0.2
2010-08-08,-1.3,12.6,0
2010-08-09,0.3,15.5,0
2010-08-10,4.4,16,7.2
2010-08-11,7.2,10.4,8.2
2010-08-12,4.5,14.9,10.8
2010-08-13,1.6,15,0
2010-08-14,3.2,13,0
2010-08-15,7.2,12.1,1.8
2010-08-16,6.4,11.8,10.2
2010-08-17,-1,12.1,3.8
2010-08-18,1.3,11.8,0.2
2010-08-19,5,15.1,15.4
2010-08-20,4.5,11.7,2
2010-08-21,6.3,12.9,0
2010-08-22,2.1,15.3,0.2
2010-08-23,4.1,12.8,0.2
2010-08-24,6.4,13.3,1.8
2010-08-25,4.2,10.7,1.8
2010-08-26,5.4,11.8,9.6
2010-08-27,6.8,13.4,4
2010-08-28,0.9,14.4,0
2010-08-29,1.9,15.2,0
2010-08-30,2.3,15.4,0
2010-08-31,2.9,14.2,0
2010-09-01,7.1,15.1,0
2010-09-02,10,16.8,0.8
2010-09-03,7.1,17.6,0
2010-09-04,10.1,17.7,21.8
2010-09-05,9.8,14.2,20.8
2010-09-06,6.8,12.8,2.4
2010-09-07,2.3,15.1,1.2
2010-09-08,1.7,15.9,0
2010-09-09,7.2,14.7,0
2010-09-10,8.1,14,24.8
2010-09-11,2.6,15.9,3.2
2010-09-12,4.5,16.3,0
2010-09-13,6,18.7,0.4
2010-09-14,5.8,19,0
2010-09-15,5.5,13.6,0
2010-09-16,7.5,13.4,0
2010-09-17,4.3,14.3,0.2
2010-09-18,3.3,13.9,0
2010-09-19,2.4,16.4,0
2010-09-20,2.8,18.7,0
2010-09-21,5,19.6,0
2010-09-22,8.6,20.1,0
2010-09-23,5.7,19.9,0
2010-09-24,3.7,19.1,0
2010-09-25,5.6,19.7,0
2010-09-26,5.4,20.6,0
2010-09-27,6.5,20,0
2010-09-28,5.4,14.6,0
2010-09-29,3.7,14.3,0
2010-09-30,-0.1,14.6,0
2010-10-01,4.1,17.4,0
2010-10-02,4.8,21.1,0
2010-10-03,7.4,23,0
2010-10-04,8.2,23.2,0
2010-10-05,10.1,25.9,0
2010-10-06,11.1,24.9,0
2010-10-07,7.3,15.9,10
2010-10-08,4.2,19,0
2010-10-09,5.4,20.8,0
2010-10-10,8.2,23.2,0
2010-10-11,7.6,23.7,0
2010-10-12,14.5,19.9,0.8
2010-10-13,14.7,18,11.4
2010-10-14,12.7,19.1,19
2010-10-15,13.8,18.6,22.2
2010-10-16,4.8,12.8,32.8
2010-10-17,6.3,15.4,0
2010-10-18,9.2,17.4,0
2010-10-19,4.8,19,0
2010-10-20,5.7,21.8,0
2010-10-21,8,23.3,0
2010-10-22,9.5,25.8,0
2010-10-23,14.8,19,0.4
2010-10-24,8.2,22.2,2.4
2010-10-25,10.9,22.2,0
2010-10-26,8.8,23.5,0
2010-10-27,10.2,22.3,1.6
2010-10-28,8.8,23.6,0
2010-10-29,10.3,25.6,0
2010-10-30,16,19.5,3.4
2010-10-31,13.8,18.7,50.8
2010-11-01,10.2,18.9,1.2
2010-11-02,7.1,20.3,0
2010-11-03,10.7,18,0
2010-11-04,10.1,18.8,0
2010-11-05,11.1,21,0
2010-11-06,7.5,22.9,0
2010-11-07,9.3,24.5,0
2010-11-08,14.7,24.7,2.2
2010-11-09,11.6,27.7,0
2010-11-10,15.5,29,0
2010-11-11,15.2,30.5,0.6
2010-11-12,17.5,31.3,0
2010-11-13,21.1,26.9,0
2010-11-14,19.2,22.6,52.6
2010-11-15,15.9,23.1,2.4
2010-11-16,11.4,20.8,0
2010-11-17,8.8,23.3,0
2010-11-18,9.1,24.8,0
2010-11-19,12.1,25.5,0
2010-11-20,12,27.3,0
2010-11-21,12.7,29.7,0
2010-11-22,14.7,29.9,0
2010-11-23,14.8,29.4,0
2010-11-24,18.1,30.1,0
2010-11-25,18.9,27.6,0
2010-11-26,17.9,24.2,4
2010-11-27,14.8,27.6,19.2
2010-11-28,17.8,21.4,18.8
2010-11-29,13.6,22.6,14.8
2010-11-30,14.4,23.3,1.6
2010-12-01,16.7,23.9,12
2010-12-02,16.1,26.6,0.6
2010-12-03,15.7,27.3,18.4
2010-12-04,17.3,29.9,1.2
2010-12-05,16.6,31.6,0
2010-12-06,18.9,30.4,0
2010-12-07,21.3,29.8,0
2010-12-08,20.3,29.7,3.2
2010-12-09,18,26.7,25.6
2010-12-10,16.7,22.5,0
2010-12-11,11.2,24.3,0
2010-12-12,15,22.2,0
2010-12-13,10.5,26.2,0
2010-12-14,13.7,28.8,0
2010-12-15,16.1,31.1,0
2010-12-16,15.1,25.6,0.4
2010-12-17,10.3,25.9,0
2010-12-18,14,20.8,1
2010-12-19,10.4,18,3
2010-12-20,8.6,20.5,6.2
2010-12-21,9.9,21.2,1.6
2010-12-22,9.4,25.9,0
2010-12-23,12.3,29.2,0
2010-12-24,13.9,30.8,0
2010-12-25,19.3,29.1,0
2010-12-26,17.5,30,1
2010-12-27,11.3,22.2,0
2010-12-28,9.1,26.7,0
2010-12-29,13.5,31,0
2010-12-30,14.8,34,0
2010-12-31,15.7,38.1,0
2011-01-01,23.2,35.8,0
2011-01-02,20.1,31.1,0.6
2011-01-03,13.6,29.4,0
2011-01-04,13.9,29.2,0
2011-01-05,16,28.9,0
2011-01-06,16.5,31.6,0
2011-01-07,16.1,30.7,0
2011-01-08,17.8,32,0
2011-01-09,20.1,33,0
2011-01-10,20.1,32,35
2011-01-11,21.6,26.4,1.4
2011-01-12,21.5,28.9,5
2011-01-13,22.1,30.6,14.2
2011-01-14,24,25.5,2.4
2011-01-15,19.9,31.4,13.8
2011-01-16,18.5,33.7,0
2011-01-17,19.8,26.9,0
2011-01-18,12.9,27.2,0
2011-01-19,12.9,29.3,0
2011-01-20,16.1,31.9,0
2011-01-21,17.8,32.5,0
2011-01-22,19.8,34.6,0
2011-01-23,20.7,31.4,0
2011-01-24,19.8,30.6,0
2011-01-25,14.9,32,0
2011-01-26,21.1,34.4,0
2011-01-27,14.3,31.6,0
2011-01-28,12.6,32.3,0
2011-01-29,14.5,32,0
2011-01-30,16.7,35.4,0
2011-01-31,19.9,38.2,0
2011-02-01,20.5,39.8,0
2011-02-02,21.9,33.7,0
2011-02-03,21.9,36,3.4
2011-02-04,22.5,28.2,2.6
2011-02-05,20.4,23,99.2
2011-02-06,14.7,21.5,51
2011-02-07,10.8,25.5,0
2011-02-08,13.4,27.3,0
2011-02-09,15,29.4,0
2011-02-10,17,29.7,0
2011-02-11,19.8,24.8,39.8
2011-02-12,18.7,28.5,28.2
2011-02-13,15.1,28.6,0
2011-02-14,14.5,29.2,0
2011-02-15,16.4,28,0
2011-02-16,18.9,22,0.2
2011-02-17,18.9,29.2,5.8
2011-02-18,19.3,30.7,0
2011-02-19,21.7,29,12.2
2011-02-20,16.7,25.7,12.8
2011-02-21,10.1,22.5,0
